id,value,feed_id,created_at,lat,lon,ele
0F6BZ7M8HE6YHSW24GATF3PM2T,4.7,2409789,2022-12-16 05:40:19 UTC,,,
0F6BZA4FSW4K56SGW3RKZPNPSJ,3.9,2409789,2022-12-16 05:44:42 UTC,,,
0F6BZAF06RGT2Y6NXBDJ2Q50G1,3.9,2409789,2022-12-16 05:45:17 UTC,,,
0F6BZASFC6B4MERKG8HK41398A,3.9,2409789,2022-12-16 05:45:51 UTC,,,
0F6BZB42KMAA2HKB7B08RHGD0S,3.9,2409789,2022-12-16 05:46:26 UTC,,,
0F6BZBEKGJ23R2W1SW1P8B1H0J,3.9,2409789,2022-12-16 05:47:00 UTC,,,
0F6BZBS2Z37BTMP1X89W2FN5VF,3.9,2409789,2022-12-16 05:47:35 UTC,,,
0F6BZC3HKAD8W7QAM4N86QCQHW,3.9,2409789,2022-12-16 05:48:09 UTC,,,
0F6BZCE06JFJWPARS0XCPNT1A9,5.7,2409789,2022-12-16 05:48:43 UTC,,,
0F6BZCRFD6KZJCW90WA6JBT8DM,5.7,2409789,2022-12-16 05:49:17 UTC,,,
0F6BZD2Y1P4S050V2YA1ATRM0K,5.7,2409789,2022-12-16 05:49:52 UTC,,,
0F6BZDDKECRZ9N685H6RVENQVP,5.7,2409789,2022-12-16 05:50:27 UTC,,,
0F6BZDR4BH755ZFAEFZRJVVBRF,5.7,2409789,2022-12-16 05:51:01 UTC,,,
0F6BZE2KSC2BPG9RG7VYBW2DN0,5.7,2409789,2022-12-16 05:51:36 UTC,,,
0F6BZED26WT483NK7DRSTVFG09,5.7,2409789,2022-12-16 05:52:10 UTC,,,
0F6BZEQHX9D66F5KD1XC53MZR5,5.7,2409789,2022-12-16 05:52:44 UTC,,,
0F6BZF243WT1Y0WJHMMAER7MG6,5.7,2409789,2022-12-16 05:53:19 UTC,,,
0F6BZFCK5W2H21VAWB5K6EF6QE,4.1,2409789,2022-12-16 05:53:53 UTC,,,
0F6BZFQ573FX19Z8TB3XMDD9VH,4.1,2409789,2022-12-16 05:54:28 UTC,,,
0F6BZG1KRTSE2A2TJ6JSZQJD5H,4.1,2409789,2022-12-16 05:55:02 UTC,,,
0F6BZGC4EK7B31GPPD04MV8QQA,4.1,2409789,2022-12-16 05:55:36 UTC,,,
0F6BZGPMC3MG9WVMM9FP8FRGS1,4.1,2409789,2022-12-16 05:56:11 UTC,,,
0F6BZH14P438XKX6WZFJMGB354,4.1,2409789,2022-12-16 05:56:45 UTC,,,
0F6BZHC02BMGVADX0SB6KV01FC,4.1,2409789,2022-12-16 05:57:21 UTC,,,
0F6BZHPH9JFY2PMTQ5EQSX10TJ,4.1,2409789,2022-12-16 05:57:55 UTC,,,
0F6BZJ113XT6KN81Q7KFQNE6T8,4.1,2409789,2022-12-16 05:58:30 UTC,,,
0F6BZJD153NAYHAJY18XH17BDP,7.8,2409789,2022-12-16 05:59:09 UTC,,,
0F6BZJQHKVET0H50NPECN1XYTC,7.8,2409789,2022-12-16 05:59:44 UTC,,,
0F6BZK3MAQKQP9VHDBTP4ZB6GT,7.8,2409789,2022-12-16 06:00:23 UTC,,,
0F6BZKEGWAB1XAWPQ8SBXN2B43,7.8,2409789,2022-12-16 06:00:59 UTC,,,
0F6C0NH2TDD8VMA2R8F94YH7A7,172.2,2409789,2022-12-16 07:00:32 UTC,,,
0F6C0NVH5C3QKR8MDTECT1VGKY,172.2,2409789,2022-12-16 07:01:07 UTC,,,
0F6C0P60VGR4M85Q3J4WXQ30PS,172.2,2409789,2022-12-16 07:01:41 UTC,,,
0F6C0PJ70JRH34JXWR6XMRH72E,159.4,2409789,2022-12-16 07:02:21 UTC,,,
